,일자,구,일반승차인원,일반하차인원,일반환승인원,청소년승차인원,청소년하차인원,청소년환승인원,어린이승차인원,어린이하차인원,어린이환승인원,미분류승차인원,미분류하차인원,미분류환승인원
814,2023년 08월 10일,유성구,94559,83485,19806,97068,85435,20177,94777,83675,19827,94559,83485,19806
815,2023년 08월 11일,동구,148915,133941,34754,154941,138526,35854,149626,134570,34831,148964,133988,34754
816,2023년 08월 11일,서구,227952,199019,54768,238276,206928,56504,229070,199948,54893,227952,199019,54768
817,2023년 08월 11일,중구,118224,109180,26528,123205,113022,27289,118826,109737,26591,118224,109180,26528
818,2023년 08월 11일,대덕구,75590,66411,15238,79301,68787,15685,76048,66785,15278,75591,66412,15238
819,2023년 08월 11일,유성구,138238,123814,28968,144533,128939,29913,139172,124646,29062,138238,123814,28968
820,2023년 08월 12일,동구,131212,118598,25561,137324,123382,26637,132246,119533,25671,131261,118644,25561
821,2023년 08월 12일,서구,160524,138305,37211,169471,145002,38741,161804,139349,37388,160524,138305,37211
822,2023년 08월 12일,중구,95293,89379,19048,100082,93480,19826,96163,90088,19139,95293,89379,19048
823,2023년 08월 12일,대덕구,53382,44750,9437,56159,46545,9829,53866,45104,9476,53382,44750,9437
824,2023년 08월 12일,유성구,94112,84814,18516,99474,89152,19501,95084,85647,18643,94112,84814,18516
825,2023년 08월 13일,동구,102077,88627,19702,106602,92194,20623,102763,89204,19807,102106,88668,19702
826,2023년 08월 13일,서구,121373,104665,29027,128896,110271,30366,122300,105427,29166,121373,104665,29027
827,2023년 08월 13일,중구,71059,65739,15526,74913,68756,16230,71648,66239,15618,71059,65739,15526
828,2023년 08월 13일,대덕구,39979,34777,6946,42189,36266,7306,40321,35026,6965,39979,34777,6946
829,2023년 08월 13일,유성구,73019,67769,15512,77488,71633,16304,73811,68467,15644,73019,67769,15512
830,2023년 08월 14일,동구,144760,128731,33705,150686,133139,34760,145487,129374,33774,144808,128784,33705
831,2023년 08월 14일,서구,213233,186918,51677,222692,194173,53272,214276,187802,51818,213233,186918,51677
832,2023년 08월 14일,중구,111954,103566,25384,116539,107105,26116,112651,104162,25462,111954,103566,25384
833,2023년 08월 14일,대덕구,69621,61378,14348,73239,63677,14809,70006,61686,14382,69621,61378,14348
834,2023년 08월 14일,유성구,125273,114466,27098,131267,119337,28006,126076,115192,27193,125273,114466,27098
835,2023년 08월 15일,동구,105324,92621,22110,109921,96062,22982,106184,93348,22190,105362,92669,22110
836,2023년 08월 15일,서구,129238,111868,31001,136698,117577,32269,130294,112746,31166,129238,111868,31001
837,2023년 08월 15일,중구,71972,66650,15848,75328,69278,16380,72562,67154,15933,71972,66650,15848
838,2023년 08월 15일,대덕구,42177,37016,7816,44459,38609,8182,42509,37231,7851,42177,37016,7816
839,2023년 08월 15일,유성구,80051,73495,16360,84646,77266,17164,80787,74160,16476,80051,73495,16360
840,2023년 08월 16일,동구,154228,138953,38356,160962,144019,39561,154946,139567,38428,154275,139001,38356
841,2023년 08월 16일,서구,229781,200366,56345,240441,208510,57963,230917,201312,56470,229781,200366,56345
842,2023년 08월 16일,중구,118818,108499,27058,125348,112830,27949,119496,109079,27143,118818,108499,27058
843,2023년 08월 16일,대덕구,78433,69744,16268,82732,72528,16777,78891,70111,16298,78433,69745,16268
844,2023년 08월 16일,유성구,134392,123004,29396,140870,128156,30304,135242,123762,29487,134392,123004,29396
845,2023년 08월 17일,동구,144691,128889,35625,151885,134218,36805,145498,129588,35698,144728,128947,35625
846,2023년 08월 17일,서구,225750,196960,54652,236289,204992,56202,226976,197949,54789,225750,196960,54652
847,2023년 08월 17일,중구,116400,106719,26364,123045,111138,27260,117067,107266,26438,116400,106719,26364
848,2023년 08월 17일,대덕구,75802,67378,16071,80202,70253,16609,76309,67768,16104,75802,67378,16071
849,2023년 08월 17일,유성구,134541,123203,28877,140946,128330,29809,135333,123939,28963,134541,123203,28877
850,2023년 08월 18일,동구,151294,135171,37806,159042,140925,39076,152117,135890,37873,151338,135226,37806
851,2023년 08월 18일,서구,236183,207570,57058,247729,216264,58756,237405,208574,57193,236183,207570,57058
852,2023년 08월 18일,중구,123986,113109,26450,131734,118242,27466,124684,113679,26517,123986,113109,26450
853,2023년 08월 18일,대덕구,79817,71112,16172,84314,74165,16734,80326,71493,16195,79818,71112,16172
854,2023년 08월 18일,유성구,141796,128295,29376,148826,133935,30358,142700,129124,29451,141796,128295,29376
855,2023년 08월 19일,동구,122760,109226,27419,127677,113128,28398,123549,109878,27507,122802,109283,27419
856,2023년 08월 19일,서구,164658,142964,38626,174061,150090,40226,165990,144059,38810,164658,142964,38626
857,2023년 08월 19일,중구,96144,88159,18616,101534,92114,19365,96950,88820,18701,96144,88159,18616
858,2023년 08월 19일,대덕구,51235,44772,9543,54062,46785,10040,51645,45100,9576,51235,44773,9543
859,2023년 08월 19일,유성구,102721,94326,20040,108091,98882,20941,103621,95135,20161,102721,94326,20040
860,2023년 08월 20일,동구,99324,85174,20245,103464,88385,21089,99872,85624,20318,99365,85221,20245
861,2023년 08월 20일,서구,123780,106741,29440,131364,112472,30683,124714,107494,29570,123780,106741,29440
862,2023년 08월 20일,중구,72317,65714,14258,76873,69199,14901,72902,66186,14313,72317,65714,14258
863,2023년 08월 20일,대덕구,37357,32612,6637,39514,34103,6993,37676,32882,6668,37358,32612,6637
864,2023년 08월 20일,유성구,76167,72212,15028,80721,76092,15774,76775,72758,15090,76167,72212,15028
865,2023년 08월 21일,동구,144667,129577,36979,151968,135067,38157,145359,130191,37046,144706,129627,36979
866,2023년 08월 21일,서구,222104,194300,52836,232417,202049,54361,223240,195230,52954,222104,194300,52836
867,2023년 08월 21일,중구,121630,109704,26444,129275,114734,27514,122328,110257,26503,121630,109704,26444
868,2023년 08월 21일,대덕구,74632,67150,15441,79020,69937,15907,75103,67529,15482,74632,67150,15441
869,2023년 08월 21일,유성구,128243,117769,28222,134642,122892,29092,129079,118517,28311,128243,117769,28222
870,2023년 08월 22일,동구,146398,130319,38442,153978,135896,39739,147054,130924,38512,146431,130366,38442
871,2023년 08월 22일,서구,223082,195895,53610,233526,203807,55093,224191,196811,53708,223082,195895,53610
872,2023년 08월 22일,중구,125494,113913,27408,133395,119035,28494,126182,114461,27458,125494,113913,27408
873,2023년 08월 22일,대덕구,75287,67495,15408,79651,70273,15885,75775,67879,15439,75292,67495,15408
874,2023년 08월 22일,유성구,131631,120116,28086,138169,125296,28950,132395,120813,28140,131631,120116,28086
875,2023년 08월 23일,동구,140400,125256,36350,147978,130821,37614,140970,125779,36402,140437,125309,36350
876,2023년 08월 23일,서구,222761,193972,52406,233572,202073,54045,223754,194796,52479,222761,193972,52406
877,2023년 08월 23일,중구,119728,107563,26156,128398,113135,27355,120404,108080,26216,119728,107563,26156
878,2023년 08월 23일,대덕구,75274,66695,15379,79650,69467,15893,75709,67030,15405,75274,66695,15379
879,2023년 08월 23일,유성구,129951,117597,27512,136739,122957,28346,130597,118165,27559,129951,117597,27512
880,2023년 08월 24일,동구,137015,121954,35210,144400,127414,36476,137578,122454,35266,137056,122005,35210
881,2023년 08월 24일,서구,217437,188825,51793,227520,196466,53316,218357,189532,51857,217437,188825,51793
882,2023년 08월 24일,중구,119361,108228,25824,127596,113417,26912,119987,108723,25870,119361,108228,25824
883,2023년 08월 24일,대덕구,73174,64997,15057,77639,67773,15554,73591,65317,15082,73174,64997,15057
884,2023년 08월 24일,유성구,131058,119792,27782,137618,124966,28653,131693,120341,27823,131058,119792,27782
885,2023년 08월 25일,동구,157205,140123,39167,165482,146223,40620,157901,140763,39234,157248,140171,39167
886,2023년 08월 25일,서구,236967,208522,56672,248193,217056,58435,238100,209432,56781,236967,208522,56672
887,2023년 08월 25일,중구,128565,117024,27296,137743,122892,28502,129301,117615,27355,128565,117024,27296
888,2023년 08월 25일,대덕구,79409,70995,16066,84153,74065,16578,79934,71387,16103,79409,70995,16066
889,2023년 08월 25일,유성구,142614,129354,29880,149975,135168,30871,143458,130091,29955,142614,129354,29880
890,2023년 08월 26일,동구,127541,113782,28178,132599,117720,29068,128517,114609,28260,127580,113832,28178
891,2023년 08월 26일,서구,165374,144345,38061,174826,151489,39535,166743,145511,38217,165374,144345,38061
892,2023년 08월 26일,중구,94945,86816,18827,100446,90906,19592,95943,87599,18934,94945,86816,18827
893,2023년 08월 26일,대덕구,52943,46272,9883,55668,48190,10294,53409,46630,9934,52943,46272,9883
894,2023년 08월 26일,유성구,97520,89368,19126,102792,93777,19958,98518,90276,19256,97520,89368,19126
895,2023년 08월 27일,동구,100985,85845,20636,105178,89016,21463,101647,86431,20733,101030,85896,20636
896,2023년 08월 27일,서구,120330,105136,28145,127922,110752,29343,121312,105970,28303,120330,105136,28145
897,2023년 08월 27일,중구,70270,63621,13706,74697,66872,14289,71081,64234,13775,70270,63621,13706
898,2023년 08월 27일,대덕구,37790,33386,6875,39917,34855,7187,38144,33637,6910,37790,33386,6875
899,2023년 08월 27일,유성구,72563,68558,15013,76880,72253,15722,73224,69141,15099,72563,68558,15013
900,2023년 08월 28일,동구,151214,134618,38786,159021,140459,40111,151907,135205,38851,151267,134685,38786
901,2023년 08월 28일,서구,222910,195331,53712,233316,203114,55283,223850,196103,53784,222910,195331,53712
902,2023년 08월 28일,중구,120581,108670,26179,128781,113918,27272,121235,109165,26222,120581,108670,26179
903,2023년 08월 28일,대덕구,77526,69822,16374,82067,72825,16886,77976,70176,16413,77526,69823,16374
904,2023년 08월 28일,유성구,130071,119521,28052,136552,124725,28889,130699,120072,28092,130071,119521,28052
905,2023년 08월 29일,동구,143718,127656,36807,151207,133256,38145,144300,128154,36867,143765,127718,36807
906,2023년 08월 29일,서구,220148,191083,51790,230647,198964,53269,221066,191849,51880,220148,191083,51790
907,2023년 08월 29일,중구,117606,105707,25356,125806,110908,26527,118227,106181,25394,117606,105707,25356
908,2023년 08월 29일,대덕구,75301,67202,15661,79963,70102,16193,75717,67515,15680,75301,67202,15661
909,2023년 08월 29일,유성구,131464,119665,27814,138422,125069,28773,132109,120238,27860,131464,119665,27814
910,2023년 08월 30일,동구,143178,126294,36670,150846,131803,37968,143748,126789,36718,143220,126336,36670
911,2023년 08월 30일,서구,220690,191021,52247,231638,198892,53775,221514,191690,52323,220690,191021,52247
912,2023년 08월 30일,중구,118811,106005,25710,127022,111080,26843,119437,106481,25749,118811,106005,25710
913,2023년 08월 30일,대덕구,73527,64676,14961,78024,67410,15462,73968,64998,14990,73528,64677,14961
914,2023년 08월 30일,유성구,131597,117788,27579,138819,123229,28534,132241,118336,27610,131597,117788,27579
915,2023년 08월 31일,동구,154524,137492,38986,162854,143644,40421,155199,138059,39058,154575,137562,38986
916,2023년 08월 31일,서구,228635,199494,54537,239591,207806,56147,229574,200274,54638,228635,199494,54537
917,2023년 08월 31일,중구,126502,114540,26968,135615,120437,28171,127239,115096,27026,126502,114540,26968
918,2023년 08월 31일,대덕구,76906,68936,16031,81585,72045,16586,77355,69291,16060,76906,68938,16031
919,2023년 08월 31일,유성구,136057,124676,28734,143284,130365,29783,136782,125323,28787,136057,124676,28734
920,2023년 09월 01일,동구,169666,149915,41612,178793,156741,43283,170386,150534,41680,169703,149964,41612
921,2023년 09월 01일,서구,243619,212920,58467,255916,222269,60405,244705,213805,58578,243619,212920,58467
922,2023년 09월 01일,중구,129568,119526,28590,138660,125567,29897,130316,120115,28660,129568,119526,28590
923,2023년 09월 01일,대덕구,83066,73517,16319,88058,76803,16939,83509,73854,16356,83066,73517,16319
924,2023년 09월 01일,유성구,152735,137989,32546,161394,144816,33868,153551,138701,32617,152735,137989,32546
925,2023년 09월 02일,동구,131125,117064,28927,136822,121518,29945,132268,118068,29068,131167,117108,28927
926,2023년 09월 02일,서구,171501,149413,39473,181427,156992,41146,173104,150787,39676,171501,149413,39473
927,2023년 09월 02일,중구,97716,89069,19260,103609,93383,20060,98743,89895,19355,97716,89069,19260
928,2023년 09월 02일,대덕구,53377,46915,9735,56286,48947,10219,53881,47312,9775,53377,46915,9735
929,2023년 09월 02일,유성구,102211,93415,20017,107909,98212,20880,103340,94452,20156,102211,93415,20017
930,2023년 09월 03일,동구,104456,87683,20548,108961,91083,21325,105317,88399,20649,104491,87736,20548
931,2023년 09월 03일,서구,124155,108415,29555,132180,114418,30809,125398,109393,29697,124155,108415,29555
932,2023년 09월 03일,중구,70509,63292,13704,74968,66548,14249,71258,63890,13779,70509,63292,13704
933,2023년 09월 03일,대덕구,39925,35616,6956,42124,37161,7288,40312,35938,6986,39925,35616,6956
934,2023년 09월 03일,유성구,75578,71796,15819,80238,75687,16614,76448,72548,15934,75578,71796,15819
935,2023년 09월 04일,동구,163235,143941,42178,171653,150193,43657,163880,144494,42245,163273,143996,42178
936,2023년 09월 04일,서구,239764,209493,58709,250930,217929,60499,240727,210270,58799,239764,209493,58709
937,2023년 09월 04일,중구,127161,114738,29012,135674,120285,30201,127895,115321,29066,127161,114738,29012
938,2023년 09월 04일,대덕구,80582,72933,16482,85453,76216,17067,81039,73291,16516,80582,72933,16482
939,2023년 09월 04일,유성구,152578,140131,34011,160704,146560,35299,153359,140818,34091,152578,140131,34011
940,2023년 09월 05일,동구,165117,145755,43302,173617,152012,44875,165715,146266,43358,165154,145803,43302
941,2023년 09월 05일,서구,240824,210473,58565,252256,219174,60312,241795,211253,58648,240824,210473,58565
942,2023년 09월 05일,중구,130556,118618,29494,139612,124547,30856,131240,119143,29552,130556,118618,29494
943,2023년 09월 05일,대덕구,83189,74818,17162,88214,78137,17784,83632,75159,17195,83190,74818,17162
944,2023년 09월 05일,유성구,152210,138475,33163,160087,144663,34375,152888,139062,33202,152210,138475,33163
945,2023년 09월 06일,동구,163052,144212,42734,171862,150714,44362,163748,144809,42800,163092,144253,42734
946,2023년 09월 06일,서구,244750,212740,59999,257036,221889,61904,245719,213539,60071,244750,212740,59999
947,2023년 09월 06일,중구,128611,116687,29120,138224,123152,30556,129345,117264,29168,128611,116687,29120
948,2023년 09월 06일,대덕구,82650,74433,17056,87545,77749,17649,83136,74807,17098,82650,74433,17056
949,2023년 09월 06일,유성구,152795,139392,33027,161237,146177,34353,153610,140089,33102,152795,139392,33027
950,2023년 09월 07일,동구,164744,146653,43207,173407,153069,44823,165460,147252,43287,164799,146702,43207
951,2023년 09월 07일,서구,243319,212731,59791,254763,221277,61578,244250,213484,59883,243319,212731,59791
952,2023년 09월 07일,중구,130540,118669,29524,139576,124670,30853,131255,119252,29588,130540,118669,29524
953,2023년 09월 07일,대덕구,83243,74603,17208,88149,77898,17796,83701,74961,17228,83244,74603,17208
954,2023년 09월 07일,유성구,152698,138565,32942,160752,144967,34214,153366,139164,32989,152698,138565,32942
955,2023년 09월 08일,동구,172094,152675,42344,181052,159272,43949,172772,153266,42402,172131,152743,42344
956,2023년 09월 08일,서구,250800,219457,61291,262961,228697,63201,251849,220306,61394,250800,219457,61291
957,2023년 09월 08일,중구,133494,123216,29042,142774,129320,30328,134243,123795,29104,133494,123216,29042
958,2023년 09월 08일,대덕구,86700,76833,17362,91578,80060,17917,87202,77204,17404,86702,76834,17362
