,일자,구,일반승차인원,일반하차인원,일반환승인원,청소년승차인원,청소년하차인원,청소년환승인원,어린이승차인원,어린이하차인원,어린이환승인원,미분류승차인원,미분류하차인원,미분류환승인원
265,2023년 04월 23일,동구,100739,84802,20559,104682,87736,21202,101403,85360,20642,100781,84853,20559
266,2023년 04월 23일,서구,115186,99841,26967,121137,104388,27921,116244,100683,27130,115186,99841,26967
267,2023년 04월 23일,중구,71376,63938,13643,74873,66505,14155,72159,64577,13693,71376,63938,13643
268,2023년 04월 23일,대덕구,40129,35559,6781,42034,36902,7024,40441,35800,6796,40129,35559,6781
269,2023년 04월 23일,유성구,68763,65503,14030,72380,68515,14642,69556,66215,14100,68763,65503,14030
270,2023년 04월 24일,동구,152476,134042,40092,161297,140583,41742,153165,134714,40147,152514,134088,40092
271,2023년 04월 24일,서구,222952,193547,53946,233244,201601,55676,223757,194233,54012,222952,193547,53946
272,2023년 04월 24일,중구,117609,106008,26248,125570,111334,27531,118375,106593,26307,117609,106008,26248
273,2023년 04월 24일,대덕구,78789,70602,16345,83570,74039,16942,79132,70884,16365,78790,70604,16345
274,2023년 04월 24일,유성구,142785,129818,31560,150772,136156,32909,143412,130362,31608,142785,129818,31560
275,2023년 04월 25일,동구,144511,125713,37911,153313,132229,39597,145133,126312,37953,144545,125756,37911
276,2023년 04월 25일,서구,217877,188002,52196,228582,196153,53875,218721,188700,52257,217877,188002,52196
277,2023년 04월 25일,중구,114617,102774,25596,122847,108259,26925,115256,103274,25632,114617,102774,25596
278,2023년 04월 25일,대덕구,76313,67947,15750,81213,71346,16328,76652,68215,15777,76313,67947,15750
279,2023년 04월 25일,유성구,140733,125383,30664,149070,131953,32027,141313,125909,30705,140733,125383,30664
280,2023년 04월 26일,동구,155622,136491,41013,164785,143383,42732,156351,137174,41076,155653,136535,41013
281,2023년 04월 26일,서구,233054,202939,56154,244177,211630,57981,233933,203661,56208,233054,202939,56154
282,2023년 04월 26일,중구,120894,110210,27322,129734,116036,28659,121650,110804,27369,120894,110210,27322
283,2023년 04월 26일,대덕구,80565,72144,16540,85584,75705,17146,80977,72471,16572,80566,72144,16540
284,2023년 04월 26일,유성구,147725,132995,32216,156657,140101,33701,148400,133590,32262,147725,132995,32216
285,2023년 04월 27일,동구,158646,140420,41559,168186,147620,43323,159354,141066,41615,158687,140478,41559
286,2023년 04월 27일,서구,232349,200480,56012,243831,209323,57946,233242,201227,56073,232349,200480,56012
287,2023년 04월 27일,중구,121837,110488,27230,130756,116554,28524,122615,111085,27284,121837,110488,27230
288,2023년 04월 27일,대덕구,79993,71714,16810,85067,75280,17429,80419,72058,16842,79993,71714,16810
289,2023년 04월 27일,유성구,150040,135170,32467,158627,142116,33917,150708,135742,32505,150040,135170,32467
290,2023년 04월 28일,동구,167623,148599,41318,178503,157274,43411,168345,149313,41444,167674,148661,41318
291,2023년 04월 28일,서구,242244,210109,57749,257313,221714,60206,243526,211186,57920,242244,210109,57749
292,2023년 04월 28일,중구,130599,119761,28398,142699,128148,30035,131459,120398,28478,130599,119761,28398
293,2023년 04월 28일,대덕구,84955,75482,17350,90622,79390,18052,85393,75838,17380,84956,75483,17350
294,2023년 04월 28일,유성구,153915,136614,31589,165017,145576,33332,154771,137346,31668,153915,136614,31589
295,2023년 04월 29일,동구,113440,101497,24561,118253,105319,25497,114160,102116,24637,113478,101534,24561
296,2023년 04월 29일,서구,148871,127852,32921,156460,133714,34174,150057,128840,33059,148871,127852,32921
297,2023년 04월 29일,중구,86860,78327,16278,91543,81770,16956,87644,78940,16347,86860,78327,16278
298,2023년 04월 29일,대덕구,49217,41751,8796,51665,43480,9146,49583,42061,8832,49217,41752,8796
299,2023년 04월 29일,유성구,93150,83786,18189,98452,88075,19111,93974,84502,18267,93150,83786,18189
300,2023년 04월 30일,동구,108740,91294,22380,113607,94976,23266,109457,91959,22463,108762,91326,22380
301,2023년 04월 30일,서구,128212,111806,29509,135277,117279,30672,129324,112738,29669,128212,111806,29509
302,2023년 04월 30일,중구,78777,70532,14498,83530,74021,15118,79597,71244,14557,78777,70532,14498
303,2023년 04월 30일,대덕구,39709,34499,7041,41957,36107,7387,40120,34812,7081,39710,34500,7041
304,2023년 04월 30일,유성구,79990,74340,16166,84717,78284,16968,80832,75111,16287,79990,74340,16166
305,2023년 05월 01일,동구,129393,112140,29637,137225,118119,31050,130186,112837,29755,129429,112188,29637
306,2023년 05월 01일,서구,168674,147064,39093,178951,155162,40695,169767,148001,39204,168674,147064,39093
307,2023년 05월 01일,중구,93751,83393,19044,102158,89045,20121,94686,84176,19126,93751,83393,19044
308,2023년 05월 01일,대덕구,52975,47283,10193,57575,50511,10713,53478,47675,10242,52976,47283,10193
309,2023년 05월 01일,유성구,105348,97880,23238,113285,104435,24576,106272,98684,23339,105348,97880,23238
310,2023년 05월 02일,동구,158001,138245,41320,167397,145410,43022,158698,138908,41384,158036,138303,41320
311,2023년 05월 02일,서구,230193,199888,55637,242836,209598,57623,231088,200624,55715,230193,199888,55637
312,2023년 05월 02일,중구,122543,110407,27394,132158,116890,28759,123373,111048,27475,122543,110407,27394
313,2023년 05월 02일,대덕구,80165,72320,16633,85301,75929,17236,80591,72661,16660,80167,72320,16633
314,2023년 05월 02일,유성구,145472,131840,31488,154307,139037,32958,146147,132438,31556,145472,131840,31488
315,2023년 05월 03일,동구,156717,137284,41048,166303,144591,42863,157388,137916,41097,156762,137336,41048
316,2023년 05월 03일,서구,234442,202887,56772,245828,211640,58534,235341,203637,56847,234442,202887,56772
317,2023년 05월 03일,중구,121169,109716,27294,130527,115968,28617,121939,110305,27345,121169,109716,27294
318,2023년 05월 03일,대덕구,83534,75087,17407,88799,78814,18077,83968,75429,17432,83535,75090,17407
319,2023년 05월 03일,유성구,148697,134711,32205,157222,141558,33654,149344,135287,32244,148697,134711,32205
320,2023년 05월 04일,동구,168413,148969,42590,179166,157204,44583,169218,149753,42701,168461,149025,42590
321,2023년 05월 04일,서구,238675,206371,57076,254295,218398,59736,239751,207233,57222,238675,206371,57076
322,2023년 05월 04일,중구,128261,117946,28374,140540,126573,29912,129376,118740,28470,128261,117946,28374
323,2023년 05월 04일,대덕구,84120,74505,17197,89329,78297,17851,84541,74875,17231,84120,74505,17197
324,2023년 05월 04일,유성구,158979,141300,33180,170306,150702,35214,159790,142071,33275,158979,141300,33180
325,2023년 05월 05일,동구,88547,77975,18182,92841,81287,18944,89099,78460,18258,88570,78004,18182
326,2023년 05월 05일,서구,109213,92214,24435,116081,97217,25523,109861,92714,24519,109213,92214,24435
327,2023년 05월 05일,중구,64096,57012,11508,68619,60193,11963,64632,57431,11565,64096,57012,11508
328,2023년 05월 05일,대덕구,35558,29792,6295,37520,31134,6580,35815,29969,6319,35558,29792,6295
329,2023년 05월 05일,유성구,70405,60057,12536,74645,63365,13185,70958,60535,12608,70405,60057,12536
330,2023년 05월 06일,동구,97395,83732,20432,101733,87099,21176,98004,84255,20501,97410,83759,20432
331,2023년 05월 06일,서구,126264,108478,28611,134191,114246,29925,127042,109113,28703,126264,108478,28611
332,2023년 05월 06일,중구,72833,65058,13622,77407,68392,14157,73381,65466,13665,72833,65058,13622
333,2023년 05월 06일,대덕구,41294,35401,7239,43522,36902,7550,41528,35576,7258,41294,35401,7239
334,2023년 05월 06일,유성구,72897,64753,14000,77380,68368,14710,73386,65166,14044,72897,64753,14000
335,2023년 05월 07일,동구,103164,84655,19831,108373,88491,20685,103916,85264,19916,103194,84691,19831
336,2023년 05월 07일,서구,115218,100857,27451,123250,107106,28726,116157,101660,27538,115218,100857,27451
337,2023년 05월 07일,중구,70735,61805,13226,76497,65927,13975,71469,62388,13274,70735,61805,13226
338,2023년 05월 07일,대덕구,36080,31790,6135,38308,33381,6437,36397,32039,6159,36080,31790,6135
339,2023년 05월 07일,유성구,69551,67209,14975,74283,71257,15773,70218,67793,15038,69551,67209,14975
340,2023년 05월 08일,동구,159974,139228,40925,169135,146225,42661,160667,139871,40990,160000,139276,40925
341,2023년 05월 08일,서구,228762,199194,56317,239728,207707,58227,229667,199947,56384,228762,199194,56317
342,2023년 05월 08일,중구,123054,110158,27806,132010,116085,29157,123814,110740,27854,123054,110158,27806
343,2023년 05월 08일,대덕구,81127,73354,16912,86126,76906,17552,81626,73750,16942,81127,73354,16912
344,2023년 05월 08일,유성구,143880,130887,32212,152216,137647,33684,144513,131459,32254,143880,130887,32212
345,2023년 05월 09일,동구,158290,139531,41744,167204,146314,43503,158933,140128,41791,158334,139586,41744
346,2023년 05월 09일,서구,233884,203291,56437,245022,211913,58268,234789,204020,56499,233884,203291,56437
347,2023년 05월 09일,중구,125120,113035,27844,134026,119153,29190,125842,113607,27892,125120,113035,27844
348,2023년 05월 09일,대덕구,81423,72684,16861,86364,76126,17450,81909,73062,16889,81425,72684,16861
349,2023년 05월 09일,유성구,152598,137672,32968,161204,144532,34411,153281,138306,33030,152598,137672,32968
350,2023년 05월 10일,동구,158258,139503,41639,167383,146650,43423,158950,140127,41691,158296,139556,41639
351,2023년 05월 10일,서구,236778,205130,56925,248841,214519,59086,237666,205864,57001,236778,205130,56925
352,2023년 05월 10일,중구,126217,113862,28170,135554,120215,29551,126981,114460,28211,126217,113862,28170
353,2023년 05월 10일,대덕구,81565,72933,16735,86549,76401,17332,82025,73322,16765,81565,72935,16735
354,2023년 05월 10일,유성구,150896,136212,32914,160009,143330,34443,151540,136771,32966,150896,136212,32914
355,2023년 05월 11일,동구,158376,140061,41516,167498,146956,43242,159015,140646,41563,158408,140112,41516
356,2023년 05월 11일,서구,235369,203796,57452,247413,213073,59479,236213,204484,57501,235369,203796,57452
357,2023년 05월 11일,중구,126037,114332,28088,135094,120592,29447,126797,114946,28133,126037,114332,28088
358,2023년 05월 11일,대덕구,81461,72794,16817,86464,76277,17417,81925,73159,16837,81461,72794,16817
359,2023년 05월 11일,유성구,149575,135141,31896,158451,142389,33453,150192,135695,31948,149575,135141,31896
360,2023년 05월 12일,동구,163299,145234,40485,173546,153259,42375,164053,145906,40552,163353,145296,40485
361,2023년 05월 12일,서구,240080,208129,56856,255408,219912,59524,241569,209336,57096,240080,208129,56856
362,2023년 05월 12일,중구,127886,116506,27622,138304,123841,29080,128804,117252,27695,127886,116506,27622
363,2023년 05월 12일,대덕구,81265,71911,16362,86393,75602,17030,81754,72309,16400,81265,71911,16362
364,2023년 05월 12일,유성구,157198,140976,31790,167637,149514,33360,158117,141806,31855,157198,140976,31790
365,2023년 05월 13일,동구,132947,116906,28790,139222,121820,29868,134009,117849,28901,133006,116960,28790
366,2023년 05월 13일,서구,172826,149488,39308,183330,157524,41017,174412,150757,39508,172826,149488,39308
367,2023년 05월 13일,중구,97427,88863,18784,103580,93458,19558,98483,89728,18845,97427,88863,18784
368,2023년 05월 13일,대덕구,57602,50187,10644,60675,52419,11124,58118,50596,10697,57602,50187,10644
369,2023년 05월 13일,유성구,111923,101742,20344,118780,107437,21374,113204,102898,20454,111923,101742,20344
370,2023년 05월 14일,동구,107879,89392,21264,112989,93322,22148,108652,90082,21349,107923,89436,21264
371,2023년 05월 14일,서구,126578,110244,29730,135455,117014,31183,127788,111211,29843,126578,110244,29730
372,2023년 05월 14일,중구,73299,65521,13826,78616,69420,14439,74135,66191,13896,73299,65521,13826
373,2023년 05월 14일,대덕구,39117,34618,6982,41528,36349,7342,39510,34925,7009,39117,34618,6982
374,2023년 05월 14일,유성구,86287,81478,16990,91902,86243,17931,87241,82381,17090,86287,81478,16990
375,2023년 05월 15일,동구,157879,138679,40874,166692,145485,42582,158492,139264,40940,157916,138730,40874
376,2023년 05월 15일,서구,225478,196037,54543,237502,205434,56719,226369,196794,54618,225478,196037,54543
377,2023년 05월 15일,중구,122789,110280,27466,131886,116472,28893,123585,110894,27525,122789,110280,27466
378,2023년 05월 15일,대덕구,79875,71466,16427,84977,75060,17056,80325,71823,16453,79875,71466,16427
379,2023년 05월 15일,유성구,142641,129064,31722,151802,136556,33322,143310,129640,31788,142641,129064,31722
380,2023년 05월 16일,동구,154608,136221,40812,162983,142601,42390,155238,136814,40860,154649,136270,40812
381,2023년 05월 16일,서구,232408,201818,56593,243155,210129,58423,233286,202550,56659,232408,201818,56593
382,2023년 05월 16일,중구,123396,111637,27450,131902,117408,28768,124139,112208,27497,123396,111637,27450
383,2023년 05월 16일,대덕구,80119,71737,16580,85037,75126,17183,80565,72086,16602,80119,71737,16580
384,2023년 05월 16일,유성구,150547,135949,32864,158851,142605,34255,151191,136534,32911,150547,135949,32864
385,2023년 05월 17일,동구,155354,136884,41010,164093,143532,42734,156044,137511,41075,155386,136930,41010
386,2023년 05월 17일,서구,233738,202427,56917,245747,211591,58911,234674,203170,56978,233738,202427,56917
387,2023년 05월 17일,중구,123277,111019,27392,132259,117328,28786,124051,111649,27443,123277,111019,27392
388,2023년 05월 17일,대덕구,80400,72067,16711,85275,75442,17300,80846,72433,16733,80400,72067,16711
389,2023년 05월 17일,유성구,148596,134572,32389,157488,141729,33897,149254,135155,32433,148596,134572,32389
390,2023년 05월 18일,동구,154099,135268,40459,162547,141653,42127,154722,135844,40501,154134,135311,40459
391,2023년 05월 18일,서구,227798,196857,55137,238744,205284,56968,228714,197546,55201,227798,196857,55137
392,2023년 05월 18일,중구,121359,109486,27134,130218,115494,28451,122015,109994,27175,121359,109486,27134
393,2023년 05월 18일,대덕구,81589,72482,17099,86511,75814,17712,82005,72814,17119,81590,72483,17099
394,2023년 05월 18일,유성구,147714,133265,32049,156143,139899,33407,148367,133846,32095,147714,133265,32049
395,2023년 05월 19일,동구,163670,144502,40260,172576,151413,41843,164399,145184,40325,163716,144562,40260
396,2023년 05월 19일,서구,236119,205349,56120,249266,215354,58384,237099,206141,56195,236119,205349,56120
397,2023년 05월 19일,중구,126676,115694,27404,136158,122002,28752,127384,116243,27460,126676,115694,27404
398,2023년 05월 19일,대덕구,81853,72544,16670,86837,76064,17254,82347,72931,16700,81853,72544,16670
399,2023년 05월 19일,유성구,154002,138433,32170,163700,146282,33610,154768,139100,32239,154002,138433,32170
400,2023년 05월 20일,동구,133754,118457,30008,139415,122791,31058,134766,119326,30089,133799,118506,30008
401,2023년 05월 20일,서구,176339,152954,41599,186790,160995,43382,177815,154239,41749,176339,152954,41599
402,2023년 05월 20일,중구,99790,91695,19220,105488,96102,20014,100908,92588,19304,99790,91695,19220
403,2023년 05월 20일,대덕구,56262,48990,10359,59345,51164,10861,56781,49416,10399,56263,48990,10359
404,2023년 05월 20일,유성구,109929,99637,21376,116173,104746,22381,111179,100675,21504,109929,99637,21376
405,2023년 05월 21일,동구,107523,89987,21904,112380,93582,22741,108261,90595,21965,107560,90034,21904
406,2023년 05월 21일,서구,124619,108740,29770,132782,115037,31037,125847,109793,29921,124619,108740,29770
407,2023년 05월 21일,중구,72662,64702,13676,77339,68226,14261,73386,65274,13732,72662,64702,13676
408,2023년 05월 21일,대덕구,39080,34339,6913,41400,35939,7246,39418,34611,6947,39080,34339,6913
409,2023년 05월 21일,유성구,76511,72621,15544,81375,76789,16371,77395,73400,15615,76511,72621,15544
410,2023년 05월 22일,동구,154389,134779,40022,162838,141118,41620,154985,135316,40066,154429,134838,40022
411,2023년 05월 22일,서구,222558,193486,54333,233043,201592,56064,223406,194206,54407,222558,193486,54333
412,2023년 05월 22일,중구,118838,106635,26574,126977,111949,27797,119465,107150,26618,118838,106635,26574
413,2023년 05월 22일,대덕구,78350,70542,16330,82995,73821,16907,78765,70873,16364,78350,70543,16330
414,2023년 05월 22일,유성구,142257,129061,31454,150401,135563,32824,142876,129582,31498,142257,129061,31454
415,2023년 05월 23일,동구,0,82,0,0,104,0,0,82,0,0,82,0
416,2023년 05월 23일,서구,0,0,0,0,0,0,0,0,0,0,0,0
417,2023년 05월 23일,중구,0,0,0,0,0,0,0,0,0,0,0,0
418,2023년 05월 23일,대덕구,0,136,0,0,153,0,0,136,0,0,136,0
419,2023년 05월 23일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
420,2023년 05월 24일,동구,0,0,0,0,0,0,0,0,0,0,0,0
421,2023년 05월 24일,서구,0,0,0,0,0,0,0,0,0,0,0,0
422,2023년 05월 24일,중구,0,0,0,0,0,0,0,0,0,0,0,0
423,2023년 05월 24일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
424,2023년 05월 24일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
425,2023년 05월 25일,동구,0,0,0,0,0,0,0,0,0,0,0,0
426,2023년 05월 25일,서구,0,0,0,0,0,0,0,0,0,0,0,0
427,2023년 05월 25일,중구,0,0,0,0,0,0,0,0,0,0,0,0
428,2023년 05월 25일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
429,2023년 05월 25일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
430,2023년 05월 26일,동구,0,0,0,0,0,0,0,0,0,0,0,0
431,2023년 05월 26일,서구,0,0,0,0,0,0,0,0,0,0,0,0
432,2023년 05월 26일,중구,0,0,0,0,0,0,0,0,0,0,0,0
433,2023년 05월 26일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
434,2023년 05월 26일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
435,2023년 05월 27일,동구,0,0,0,0,0,0,0,0,0,0,0,0
436,2023년 05월 27일,서구,0,0,0,0,0,0,0,0,0,0,0,0
437,2023년 05월 27일,중구,0,0,0,0,0,0,0,0,0,0,0,0
438,2023년 05월 27일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
439,2023년 05월 27일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
440,2023년 05월 28일,동구,0,0,0,0,0,0,0,0,0,0,0,0
441,2023년 05월 28일,서구,0,0,0,0,0,0,0,0,0,0,0,0
442,2023년 05월 28일,중구,0,0,0,0,0,0,0,0,0,0,0,0
443,2023년 05월 28일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
444,2023년 05월 28일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
445,2023년 05월 29일,동구,0,0,0,0,0,0,0,0,0,0,0,0
446,2023년 05월 29일,서구,0,0,0,0,0,0,0,0,0,0,0,0
447,2023년 05월 29일,중구,0,0,0,0,0,0,0,0,0,0,0,0
448,2023년 05월 29일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
449,2023년 05월 29일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
450,2023년 05월 30일,동구,0,0,0,0,0,0,0,0,0,0,0,0
451,2023년 05월 30일,서구,0,0,0,0,0,0,0,0,0,0,0,0
452,2023년 05월 30일,중구,0,0,0,0,0,0,0,0,0,0,0,0
453,2023년 05월 30일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
454,2023년 05월 30일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
455,2023년 05월 31일,동구,0,0,0,0,0,0,0,0,0,0,0,0
456,2023년 05월 31일,서구,0,0,0,0,0,0,0,0,0,0,0,0
457,2023년 05월 31일,중구,0,0,0,0,0,0,0,0,0,0,0,0
458,2023년 05월 31일,대덕구,0,0,0,0,0,0,0,0,0,0,0,0
459,2023년 05월 31일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
460,2023년 06월 01일,동구,156183,138365,41295,165153,145180,43003,156872,138996,41346,156215,138411,41295
461,2023년 06월 01일,서구,229452,198768,54969,241357,207866,56896,230379,199528,55045,229452,198768,54969
462,2023년 06월 01일,중구,123305,111109,27518,132853,117432,28911,124014,111678,27570,123305,111109,27518
463,2023년 06월 01일,대덕구,79920,71392,16480,84621,74573,17072,80378,71735,16510,79921,71392,16480
464,2023년 06월 01일,유성구,146847,132281,32000,155046,138821,33384,147469,132822,32047,146847,132281,32000
465,2023년 06월 02일,동구,162585,143142,40461,171778,150034,42138,163229,143750,40523,162633,143207,40461
466,2023년 06월 02일,서구,234804,204611,55922,246734,213725,57886,235803,205419,56024,234804,204611,55922
467,2023년 06월 02일,중구,125999,114599,27182,135473,121065,28552,126767,115204,27239,125999,114599,27182
468,2023년 06월 02일,대덕구,81207,71963,16510,86085,75247,17107,81675,72317,16540,81207,71963,16510
469,2023년 06월 02일,유성구,148597,132931,30965,157303,139789,32331,149342,133594,31013,148597,132931,30965
470,2023년 06월 03일,동구,129560,116176,28810,135508,120883,29917,130696,117165,28924,129607,116231,28810
471,2023년 06월 03일,서구,165814,144022,37226,175334,151295,38710,167492,145392,37447,165814,144022,37226
472,2023년 06월 03일,중구,97783,88968,18644,104157,93684,19516,99031,90002,18747,97783,88968,18644
473,2023년 06월 03일,대덕구,55989,48601,10163,59036,50754,10559,56496,49009,10204,55989,48601,10163
474,2023년 06월 03일,유성구,100538,90199,19414,106317,94895,20332,101760,91318,19561,100538,90199,19414
475,2023년 06월 04일,동구,103144,87072,21000,108032,90837,21878,103929,87709,21090,103183,87114,21000
476,2023년 06월 04일,서구,120664,105212,28539,128386,111165,29790,121830,106185,28701,120664,105212,28539
477,2023년 06월 04일,중구,74180,65945,13880,79453,69873,14530,75076,66673,13950,74180,65945,13880
478,2023년 06월 04일,대덕구,37101,32386,6627,39419,33991,6953,37473,32679,6654,37101,32386,6627
479,2023년 06월 04일,유성구,79086,73653,15717,84209,77838,16518,79943,74379,15830,79086,73653,15717
480,2023년 06월 05일,동구,156188,136658,39257,164337,142742,40697,156972,137353,39339,156224,136712,39257
481,2023년 06월 05일,서구,220750,192343,52617,231077,200495,54375,221759,193176,52728,220750,192343,52617
482,2023년 06월 05일,중구,119158,108279,26112,126480,113398,27158,119829,108854,26181,119158,108279,26112
483,2023년 06월 05일,대덕구,76295,67897,15430,80581,70842,15968,76697,68204,15461,76295,67897,15430
484,2023년 06월 05일,유성구,138137,124795,29975,145899,131058,31368,138932,125505,30051,138137,124795,29975
485,2023년 06월 06일,동구,104815,91273,23346,109849,95205,24232,105677,92029,23432,104857,91314,23346
486,2023년 06월 06일,서구,127666,110834,29716,135561,116915,31003,129045,111969,29908,127666,110834,29716
487,2023년 06월 06일,중구,76475,68721,15034,81615,72461,15666,77520,69500,15099,76475,68721,15034
488,2023년 06월 06일,대덕구,42738,38020,8066,45143,39725,8439,43167,38372,8116,42738,38021,8066
489,2023년 06월 06일,유성구,79275,72805,15466,84504,77038,16215,80403,73809,15575,79275,72805,15466
490,2023년 06월 07일,동구,156180,137531,41387,164912,144014,42985,156851,138135,41436,156220,137587,41387
491,2023년 06월 07일,서구,229979,198923,55680,240821,207237,57430,230835,199608,55758,229979,198923,55680
492,2023년 06월 07일,중구,119809,108989,27112,128051,114470,28409,120469,109497,27154,119809,108989,27112
493,2023년 06월 07일,대덕구,80603,72563,16816,85339,75817,17386,81044,72904,16837,80606,72563,16816
494,2023년 06월 07일,유성구,144782,130868,31949,152864,137213,33329,145445,131462,31985,144782,130868,31949
495,2023년 06월 08일,동구,151330,133688,40107,159508,139811,41615,151982,134285,40163,151371,133739,40107
496,2023년 06월 08일,서구,224998,195331,53899,235377,203315,55530,225832,196018,53955,224998,195331,53899
497,2023년 06월 08일,중구,119876,108613,26450,128011,114067,27686,120518,109127,26492,119876,108613,26450
498,2023년 06월 08일,대덕구,81064,71989,16791,85803,75142,17321,81509,72320,16812,81065,71989,16791
499,2023년 06월 08일,유성구,143786,129896,31067,151824,136245,32379,144393,130435,31111,143786,129896,31067
500,2023년 06월 09일,동구,161523,142605,40874,170311,149146,42466,162249,143306,40946,161580,142670,40874
501,2023년 06월 09일,서구,233658,202789,55985,244933,211398,57831,234614,203543,56059,233658,202789,55985
502,2023년 06월 09일,중구,126482,115039,27608,135340,121004,28907,127185,115585,27666,126482,115039,27608
503,2023년 06월 09일,대덕구,80624,71497,16011,85334,74733,16572,81069,71828,16038,80625,71498,16011
504,2023년 06월 09일,유성구,148269,133289,31408,156772,140061,32764,149021,133946,31446,148269,133289,31408
505,2023년 06월 10일,동구,124631,110590,27962,129399,114234,28823,125631,111449,28097,124670,110640,27962
506,2023년 06월 10일,서구,163023,140676,37395,171305,146909,38643,164490,141913,37567,163023,140676,37395
507,2023년 06월 10일,중구,95493,87036,18674,100628,90944,19407,96516,87881,18757,95493,87036,18674
508,2023년 06월 10일,대덕구,52765,46149,9562,55529,48025,9916,53226,46521,9588,52765,46149,9562
509,2023년 06월 10일,유성구,95928,87530,19114,101051,91776,19951,97062,88536,19264,95928,87530,19114
510,2023년 06월 11일,동구,96116,81697,20104,100313,84870,20867,96741,82215,20185,96150,81736,20104
511,2023년 06월 11일,서구,113419,98709,26083,119877,103640,27065,114513,99620,26222,113419,98709,26083
512,2023년 06월 11일,중구,68627,61149,13238,72495,63988,13794,69393,61795,13314,68627,61149,13238
513,2023년 06월 11일,대덕구,36254,31837,6128,38152,33137,6385,36645,32137,6167,36255,31837,6128
514,2023년 06월 11일,유성구,67200,63050,13768,70985,66240,14372,68086,63845,13885,67200,63050,13768
515,2023년 06월 12일,동구,152274,133626,40235,160827,139909,41817,152922,134210,40286,152318,133680,40235
516,2023년 06월 12일,서구,223162,193764,54350,233577,201744,56154,224029,194450,54412,223162,193764,54350
517,2023년 06월 12일,중구,117986,106513,26634,126223,111939,27873,118686,107037,26682,117986,106513,26634
518,2023년 06월 12일,대덕구,78438,70550,16550,83198,73818,17127,78854,70871,16575,78438,70550,16550
519,2023년 06월 12일,유성구,141832,128122,31146,149768,134369,32520,142443,128682,31184,141832,128122,31146
520,2023년 06월 13일,동구,152874,134792,40833,161329,141024,42399,153524,135382,40886,152917,134853,40833
521,2023년 06월 13일,서구,228886,198811,55448,239270,206672,57131,229743,199494,55509,228886,198811,55448
522,2023년 06월 13일,중구,120209,108386,27084,128395,113840,28326,120850,108888,27113,120209,108386,27084
523,2023년 06월 13일,대덕구,81641,73242,17397,86582,76575,17987,82075,73562,17416,81641,73242,17397
524,2023년 06월 13일,유성구,145906,131118,31926,153871,137440,33251,146535,131682,31962,145906,131118,31926
525,2023년 06월 14일,동구,148778,131356,39300,157417,137838,40881,149463,131971,39363,148816,131414,39300
526,2023년 06월 14일,서구,231145,200601,56042,241761,208736,57819,232009,201308,56105,231145,200601,56042
527,2023년 06월 14일,중구,120143,108701,26572,128463,114162,27867,120838,109243,26614,120143,108701,26572
528,2023년 06월 14일,대덕구,79578,71045,16684,84662,74491,17308,80045,71409,16706,79578,71046,16684
529,2023년 06월 14일,유성구,147682,132819,32446,155722,139134,33842,148345,133401,32486,147682,132819,32446
530,2023년 06월 15일,동구,152833,134224,39808,161166,140375,41304,153449,134781,39875,152863,134281,39808
531,2023년 06월 15일,서구,227682,197809,54818,237959,205727,56472,228565,198522,54879,227682,197809,54818
532,2023년 06월 15일,중구,121862,110821,27446,129883,116147,28633,122540,111324,27471,121862,110821,27446
533,2023년 06월 15일,대덕구,79493,70683,16439,84339,73916,17006,79911,71014,16466,79493,70683,16439
534,2023년 06월 15일,유성구,144488,130441,30942,152352,136566,32196,145111,130999,30987,144488,130441,30942
535,2023년 06월 16일,동구,158835,140073,39252,167295,146371,40794,159551,140709,39315,158877,140120,39252
536,2023년 06월 16일,서구,234132,203803,55946,244842,212028,57648,235155,204600,56024,234132,203803,55946
537,2023년 06월 16일,중구,126869,116256,27458,135316,121956,28677,127570,116821,27505,126869,116256,27458
538,2023년 06월 16일,대덕구,81132,71280,16548,85585,74347,17090,81635,71691,16576,81132,71280,16548
539,2023년 06월 16일,유성구,148416,132951,30846,156606,139460,32096,149240,133656,30903,148416,132951,30846
540,2023년 06월 17일,동구,127435,113685,28620,132326,117434,29493,128514,114579,28742,127471,113724,28620
541,2023년 06월 17일,서구,165785,142789,37824,173883,149038,39049,167284,144039,38030,165785,142789,37824
542,2023년 06월 17일,중구,97139,88488,19284,102016,92091,19989,98141,89322,19386,97139,88488,19284
543,2023년 06월 17일,대덕구,54254,47198,9963,56991,49084,10346,54776,47601,9998,54254,47198,9963
